run,ay2,ay3,CLM_pop,CLP_pop,corr_f_m_CLP,corr_f_m_V_2,corr_f_m_V_3,corr_V_2_CLP,corr_V_3_CLP,corr_V_3_V_2,f_m_pop,k_a_pop,omega_CLP,omega_f_m,omega_V_2,omega_V_3,Q_25_pop,Q_34_pop,V_2_pop,V_3_pop,V_4_pop
1711296889_2219,0.598163457574789,0.512816967040127,2.58176571473994,4.66961389767603,-0.893593490905003,-0.903470934213759,-0.933694555809073,0.925227371330493,0.892247707452557,0.949103295463494,-1.56065,-2.70262447988299,0.879577357233406,1.06613975635283,0.975402144074182,0.952494710393107,-0.670857573155243,-0.0021544268186489,7.7751671523404,6.63700312630314,7.71911132411757
1711317611_14315,0.599480740037589,0.514737428006896,2.07565627214537,4.63791254291848,-0.909085093527045,-0.910794017978462,-0.93418718535298,0.938094674906907,0.892223542921116,0.940746312151992,-1.56065,-2.70153848873015,0.972660725094134,1.08915457051137,1.07251703438409,0.998373798951516,-0.809218475110065,0.0205869712278353,7.75367740242236,6.16894202939736,8.30794993834409
1711301626_2622,0.609715991822883,0.536220691491625,2.30628110934702,4.85488005796222,-0.889025686434456,-0.912460860638567,-0.926354614283193,0.918823531171442,0.860734364020949,0.945755480179173,-1.56065,-2.88044350072188,0.795630598645517,0.972249547971923,0.916744324483042,0.957086413552674,-0.53862985375074,-0.0014041848029522,7.9474372372412,6.24969869811607,5.92792022028898
1711317690_10587,0.601943527577904,0.514926595144811,3.41915009394747,4.67756231462177,-0.899283911669778,-0.926291994067202,-0.931484631328257,0.935728782220702,0.881546570229602,0.95446518872358,-1.56065,-2.66176457617442,0.908352733365758,1.08086911354767,1.03661169179518,0.954223922636453,-0.641723829064184,-4.16612225583993e-05,7.74140091806199,7.48730090244885,7.12218617456406
1711309784_79878,0.611961733207003,0.490466572949922,8.93918478614479,4.42804319116271,-0.92792221463336,-0.918246458216158,-0.939142365548641,0.950462702166511,0.935186914224314,0.958989002746161,-1.56065,-2.78202882168344,1.07837785600343,1.12490805188531,1.20700700033626,0.989744937343524,-0.406130980097689,-39.9123977843907,7.49705481490474,12.9993580312431,-88.2780242014825
1711299218_98211,0.622363516754282,0.517386862917886,5.03034314414661,4.80739983819943,-0.877849363974558,-0.902985535028092,-0.930246322339825,0.903001706634763,0.867770382603466,0.950874381650449,-1.56065,-2.80676546079697,0.756507134691132,1.03274104996876,0.886603773816515,0.957664495174654,0.0112296545042405,5.89311082291891,7.81706619201774,10.2195596857353,16.1825297393118
1711319330_51833,0.628588978161647,0.520896890401859,4.05644060673538,4.74245273513259,-0.859609480717751,-0.928321849432844,-0.939983218544909,0.890871885892865,0.819404306141936,0.942256670877354,-1.56065,-2.91554200127099,0.741407777892882,1.07484437547627,0.836310830115648,1.0694937065066,0.0031038034908214,3.16706008628122,7.78421674299473,8.31913966363619,12.4359994691878
1711286598_05213,0.653667250247245,0.54941920165187,4.24916750648203,4.05801221176621,-0.775435848267373,-0.866874060937939,-0.910100393199417,0.926422555860628,0.69666137672887,0.843383353039683,-1.56065,-3.56438607086183,1.10227386811683,0.760167187609203,1.11728679011998,0.83171567880242,-0.333426270231788,2.20081217143685,7.20950265735053,8.13691875944131,7.75567217589774
1711293260_55141,0.67107150483873,0.550364201342945,7.00478034420734,4.18349537147832,-0.800523836072302,-0.901448315161809,-0.926305481924458,0.881554037556078,0.72088217071809,0.888129361658265,-1.56065,-3.68898863121773,0.765330271678934,0.821525091746093,0.830930862132749,0.891320716876948,-0.254558552941697,4.94687055824506,7.31978742360409,10.8920461120935,10.5010611678297
1711334018_38375,0.663048205488389,0.553223488458264,4.65526348634278,4.05761531343239,-0.757228939251286,-0.844220339620314,-0.912807610191601,0.921721752645023,0.680513741805761,0.826014200605298,-1.56065,-3.69231666892852,1.02040034132184,0.751647574607594,1.06305363137814,0.806863664545298,-0.366888127496749,2.59155831704393,7.19693332873666,8.542817745125,8.16627551734529
